epoch;iteration;total_loss;bbox_xy_loss;bbox_wh_loss;objness_loss;class_loss
0;0;546.7914;8.853811;20.287052;27.727556;489.92297
0;1;542.74927;9.54603;18.09152;27.68265;487.42914
0;2;395.1413;7.5124016;11.856028;27.228407;348.54443
0;3;494.32712;8.8850155;23.728924;27.406834;434.30637
0;4;552.477;10.006752;26.951454;27.564318;487.95447
0;5;387.3324;7.226945;12.345005;26.477526;341.28293
0;6;248.36215;5.214417;9.460269;25.903332;207.78415
0;7;261.98312;5.833122;7.87248;25.51646;222.76105
0;8;252.43398;6.2249146;8.4006605;25.607548;212.20084
0;9;274.71704;6.3350115;8.46013;25.27161;234.65031
0;10;377.87173;6.81731;12.307624;25.379953;333.36685
0;12;344.1565;9.165872;9.416117;25.505236;300.06924
0;13;261.06143;8.746401;8.454729;25.077602;218.78271
0;14;283.8625;8.25506;8.818438;24.672398;242.1166
0;16;249.10857;6.6814766;7.518899;24.624834;210.28337
0;17;275.16556;8.953477;8.991176;24.655043;232.56586
0;18;213.66702;7.051833;5.5462933;23.708351;177.36055
0;19;220.11661;8.153858;7.382903;23.99852;180.58133
0;20;211.14368;6.984941;6.5272326;23.58454;174.04697
0;21;161.99367;5.533146;6.64486;22.829176;126.98649
0;22;235.45547;8.423851;7.998954;23.490799;195.54185
0;24;166.6453;6.1337976;6.325195;22.943558;131.24275
0;25;243.06593;10.718215;9.883114;23.972221;198.4924
0;26;226.35132;9.199829;6.566969;23.409061;187.17545
0;27;187.37442;7.918916;6.3743615;22.763727;150.31743
0;28;168.83801;6.7663755;5.2736583;22.188442;134.60954
0;29;181.82545;10.509817;6.2724376;23.129528;141.91367
0;30;179.68571;6.969015;6.786887;21.742367;144.18744
0;31;90.1639;4.640012;3.428382;21.133312;60.962196
0;32;94.07607;5.245633;2.8663986;20.833141;65.130905
0;33;118.54883;6.343009;4.2388067;21.389194;86.57783
0;34;121.82648;5.4789257;4.3219614;20.675072;91.35052
0;35;154.02206;8.623241;5.8956437;21.739471;117.7637
0;36;125.42163;4.454351;3.657416;20.225529;97.084335
0;37;113.81184;7.8974133;5.4942427;21.414139;79.00604
0;38;149.95099;6.700788;4.264511;20.61348;118.37221
0;39;302.00854;6.9728293;6.6532936;20.818699;267.56372
0;40;119.811844;8.8503895;5.532012;21.32405;84.10539
0;41;101.09702;6.3014603;3.8225036;20.099443;70.87362
0;42;84.98853;6.040468;3.2682552;20.244135;55.435677
0;43;129.61987;9.298174;7.0927067;20.79982;92.42917
0;44;114.63231;5.4746137;3.0804653;19.515345;86.56189
0;45;120.14933;7.885521;4.824376;20.38816;87.05128
0;46;60.18385;3.9294443;2.4927976;18.616528;35.14508
0;47;64.2348;4.5223503;2.0139883;18.945278;38.75319
0;48;79.857956;5.441342;3.7743711;19.09571;51.546535
0;49;84.75569;6.097988;4.6268153;19.228947;54.801945
0;51;112.168465;6.469759;3.6751757;19.243614;82.77992
0;52;75.547775;6.658165;3.437376;19.164139;46.2881
0;53;68.31766;4.4262977;2.7173743;18.09872;43.075264
0;54;87.19321;7.411155;5.1603813;19.12429;55.497375
0;55;73.55928;5.880105;3.084299;18.21178;46.383102
0;56;69.42848;6.371828;3.766237;18.24443;41.045986
0;57;72.015915;5.9522967;4.2957544;18.301376;43.466484
0;58;75.88614;4.233989;2.2525353;17.643036;51.75658
0;59;60.069946;4.391444;2.6439774;17.38183;35.6527
0;60;45.290848;3.0100565;2.0270438;17.183308;23.070438
0;61;67.938286;5.720538;2.7489004;17.626942;41.841908
0;62;66.48422;6.705591;3.0710652;18.166576;38.540993
0;64;67.16301;5.50233;3.0287976;17.54776;41.08412
0;65;61.730125;6.016217;3.2030542;17.369005;35.141846
0;66;136.57086;10.632202;6.6432886;19.226377;100.069
0;67;107.00258;8.289118;4.5647326;18.140865;76.00786
0;68;97.88837;7.9185543;4.5746984;17.822275;67.57283
0;69;69.968834;6.430275;3.9622087;17.340391;42.235962
0;70;68.66704;6.971431;3.1318607;17.459038;41.104706
0;71;51.31141;5.00595;2.477273;16.60284;27.225346
0;72;69.62744;8.135954;4.403714;17.510443;39.577328
0;73;100.60419;8.426748;3.6261492;17.906033;70.64526
0;74;80.207924;6.261912;3.475085;17.107117;53.363808
0;75;65.06598;6.5491047;3.2305732;16.61538;38.67092
0;76;52.951225;4.9422636;2.8094277;16.076698;29.122837
0;77;51.342743;4.200435;3.1193945;15.911146;28.111769
0;78;62.039673;6.5974903;3.779426;16.517563;35.14519
0;79;62.118797;5.5866823;3.6232264;16.22294;36.68595
0;80;56.78104;6.742927;2.8851874;16.349703;30.803219
0;81;54.486973;5.949106;2.952811;16.209707;29.375349
0;82;74.34711;8.542729;3.8758638;17.311474;44.617035
0;84;62.426384;8.971632;3.9081473;17.183231;32.363373
0;85;54.861404;5.76694;3.774627;15.619179;29.700657
0;86;54.708458;5.8925333;3.0816975;15.875111;29.85912
0;87;36.05055;3.7709575;1.6567047;14.475944;16.146942
0;88;46.279633;5.3490677;2.4057803;15.399146;23.125635
0;89;50.772415;7.1680937;2.4782124;16.025093;25.101017
0;90;51.029686;3.914916;2.0866027;14.771694;30.256475
0;91;45.435223;5.593828;3.2548676;15.409148;21.17738
0;92;41.937527;4.8690143;2.6197174;14.826544;19.622252
0;93;55.676388;6.282735;4.002612;15.881727;29.509312
0;94;65.83469;7.5956955;4.230809;16.028011;37.980164
0;95;45.473404;4.990947;2.2546825;15.126199;23.101578
0;96;50.239098;6.3594503;2.8808875;15.655256;25.343502
0;97;49.760815;7.0601873;3.8298078;15.541118;23.329704
0;98;41.013794;5.4710236;2.7562504;15.05374;17.73278
0;99;51.04075;5.0620184;3.2472973;14.619662;28.111767
0;100;62.98248;8.337373;3.728255;16.125416;34.791435
0;102;42.974037;5.836464;3.1416078;14.628122;19.367844
0;103;48.381527;6.1373873;3.251543;15.044139;23.948456
0;104;36.71833;4.0067115;1.688684;14.062271;16.96066
0;106;51.581757;7.081068;3.0926735;15.337456;26.070559
0;107;49.370262;7.1298466;3.2784243;15.43157;23.530418
0;109;45.950714;5.8519616;3.5899236;14.875692;21.633137
0;110;50.55491;6.596183;3.091878;14.847966;26.018879
0;111;59.38606;8.973135;4.1997914;15.930962;30.28217
0;112;39.796124;5.2042723;2.31378;13.916567;18.361504
0;114;41.353554;5.770632;2.7312632;14.130756;18.720901
0;115;38.05678;4.4967785;3.169464;13.6587105;16.73183
0;116;40.867004;6.094248;2.481317;14.248722;18.042719
0;117;53.62518;7.2927246;3.2921999;14.812021;28.228233
0;118;43.59666;5.836685;3.3390436;14.073889;20.347046
0;119;47.10256;7.402904;3.3673258;14.832333;21.5
0;120;39.96893;5.926573;2.5539658;13.56265;17.925743
0;122;37.92945;5.5633335;2.8294792;13.583744;15.952894
0;123;44.105957;6.585802;3.1848571;14.065365;20.269936
0;124;62.50556;8.591684;5.151783;15.36332;33.398777
0;125;35.350464;5.3843756;2.2565436;13.20997;14.499575
0;126;36.613235;4.7679987;1.6670198;13.386607;16.79161
0;127;41.742645;5.9877377;2.351148;13.858967;19.544794
0;128;44.092415;6.999941;2.8400059;13.933946;20.318523
0;129;45.804386;5.194978;3.0816083;13.202374;24.325428
0;130;43.855186;7.640635;3.7216928;14.533103;17.959751
0;131;35.72142;4.8048306;1.985589;12.807934;16.123068
0;132;44.58629;7.234204;3.6622202;14.021706;19.668158
0;133;48.38308;6.939941;2.9587085;13.686635;24.797796
0;134;43.101295;7.608062;3.2239928;14.07508;18.19416
0;135;37.811394;5.545636;2.3259935;12.859046;17.080717
0;136;33.27318;4.325014;2.2992542;12.419697;14.229212
0;137;32.886105;4.1636;1.6447654;11.993759;15.083979
0;138;39.338795;6.4875045;3.2028465;13.169956;16.478489
0;139;43.964874;6.8100424;3.8534904;13.654714;19.64663
0;140;37.254356;6.478237;3.034588;12.624321;15.117209
0;141;32.639862;4.772009;2.1703258;12.117773;13.579756
0;142;33.251125;5.3306417;1.7605346;12.336197;13.823751
0;143;33.650227;5.7195163;2.5179243;12.460688;12.952099
0;144;32.562347;5.2958517;2.5396528;12.504835;12.222009
0;145;33.188435;3.4482055;1.4815971;11.988806;16.269827
0;146;36.43731;5.1843176;2.7251792;12.6045;15.923313
0;148;38.550728;6.93629;2.9445367;12.762751;15.907147
0;149;42.432274;5.9656286;2.7248535;12.778297;20.963493
0;150;32.793068;5.1823134;2.173305;11.6939125;13.743537
0;151;31.58396;5.3485355;2.0034978;11.807291;12.424637
0;153;32.486286;5.1897717;1.9164371;11.890423;13.489655
0;154;27.875576;4.7876096;2.3752546;11.227104;9.485608
0;155;60.52841;7.62068;4.301651;12.787218;35.818863
0;156;39.29435;7.6893606;2.703661;12.403631;16.497696
0;157;35.413364;6.5108476;2.593545;12.2823715;14.026598
0;158;30.532246;4.3922386;1.4982384;11.063349;13.578421
0;159;31.0505;4.72029;2.174132;11.537202;12.618877
0;160;31.76279;5.78526;1.9474947;11.612812;12.417224
0;161;32.20758;4.9618773;1.7164147;11.549341;13.979947
0;162;40.327286;6.4371943;3.5413198;12.158457;18.190317
0;163;45.53798;7.442155;3.377131;12.1665325;22.55216
0;164;34.132355;5.991761;3.1868076;11.661737;13.292048
0;165;35.760376;6.831096;2.6749587;11.840592;14.413733
0;166;37.74334;7.6832;2.8973873;12.350011;14.812742
0;167;35.485107;6.766462;2.968872;11.422467;14.327305
0;168;32.619167;6.1467714;2.7584481;11.203818;12.51013
0;169;32.91066;5.428676;2.9584255;11.099113;13.424449
0;170;37.94902;7.7282333;3.2862892;12.184076;14.750423
0;171;37.993217;7.552834;3.4231312;12.037075;14.980177
0;172;74.21785;9.198809;3.3800988;12.871996;48.766945
0;173;47.060696;8.658888;5.0330067;12.5549;20.8139
0;174;39.09032;6.691164;2.6473923;11.477174;18.274591
0;175;39.24813;7.264315;3.6101065;11.992077;16.381634
0;176;38.75107;6.978633;3.0677228;11.868474;16.83624
0;177;30.814116;5.616583;2.8427987;10.824059;11.530676
0;178;36.298744;6.6923304;3.2884102;11.56221;14.755794
0;179;38.095127;7.2590976;3.475871;12.00165;15.358511
0;180;42.427315;6.862194;3.192694;11.209994;21.162436
0;181;31.206219;4.5376744;3.4910417;10.69276;12.484743
0;182;30.250484;5.11654;2.3092303;10.571883;12.252832
0;183;24.40147;4.028772;1.8916988;10.047771;8.433227
0;184;25.58105;4.092001;2.0996544;9.982788;9.406606
0;185;37.259716;6.089613;3.6412144;11.1635685;16.36532
0;187;29.054882;4.3941517;2.475695;10.328501;11.856534
